661.917;-75671
795.26;-81337
798.359;-81450
793.722;-81243
561.398;-64777
796.697;-81356
556.426;-63928
565.931;-65595
546.109;-61895
523.211;-55985
794.384;-81328
543.391;-61300
799.655;-81479
525.602;-56569
557.112;-63990
554.264;-63601
560.747;-64699
560.724;-64695
526.689;-57018
521.256;-55563
519.405;-54936
588.125;-68849
521.723;-55625
553.617;-63519
624.961;-72919
622.452;-72632
797.526;-81411
529.147;-57667
617.045;-72076
630.735;-73416
529.969;-57890
528.733;-57593
527.311;-57167
565.134;-65496
831.051;-82034
559.604;-64620
562.051;-65031
569.23;-66246
662.015;-75707
632.166;-73518
545.301;-61858
566.44;-65688
529.481;-57808
524.454;-56436
569.841;-66251
525.394;-56567
548.476;-62537
524.37;-56369
521.647;-55598
797.694;-81427
520.923;-55382
521.074;-55543
524.912;-56505
538.66;-60359
625.427;-72933
574.949;-67100
514.698;-53190
528.038;-57382
531.109;-58321
834.75;-82133
794.272;-81311
524.04;-56354
511.789;-52228
546.237;-62024
547.891;-62455
532.877;-58815
568.493;-66142
583.804;-68332
532.269;-58652
534.663;-59236
513.855;-52781
528.303;-57511
536.625;-59812
558.857;-64402
561.315;-64734
801.035;-81527
551.182;-63052
827.53;-81953
561.966;-64917
826.932;-81911
484.218;-38266
482.805;-37044
482.413;-36854
480.802;-35429
545.015;-61757
510.959;-51939
484.346;-38440
480.728;-35363
511.232;-52085
684.326;-77076
525.701;-56800
558.321;-64224
685.079;-77169
622.877;-72730
833.658;-82069
681.039;-76887
553.203;-63306
565.986;-65629
482.778;-36886
511.325;-52218
729.003;-79352
513.596;-52768
832.01;-82043
832.28;-82048
480.376;-35110
479.94;-34765
550.044;-62830
560.709;-64673
669.751;-76233
565.105;-65466
688.61;-77354
731.473;-79484
735.381;-79645
480.576;-35325
484.282;-38298
479.38;-34272
479.753;-34683
528.842;-57599
554.769;-63737
487.483;-40886
480.176;-35002
493.66;-44871
738.841;-79791
730.943;-79460
681.584;-76946
609.398;-71329
799.492;-81464
796.351;-81351
825.15;-81860
739.424;-79814
733.45;-79592
737.942;-79777
682.033;-76980
547.302;-62246
552.202;-63089
800.77;-81493
481.557;-36005
725.791;-79261
628.421;-73241
622.114;-72611
627.425;-73116
486.977;-40518
485.786;-39675
735.901;-79668
730.088;-79446
723.947;-79153
514.914;-53194
490.871;-43090
490.082;-42714
797.417;-81394
488.242;-41346
491.779;-43853
485.96;-39776
488.311;-41503
801.935;-81536
832.364;-82059
512.537;-52511
522.186;-55841
824.005;-81853
731.376;-79483
491.228;-43356
491.059;-43224
491.421;-43502
482.806;-37177
478.584;-33712
490.867;-43078
492.205;-43914
493.641;-44752
620.962;-72547
489.808;-42512
492.848;-44487
479;-33997
827.421;-81934
478.354;-33475
477.968;-33012
491.71;-43739
492.656;-44341
514.215;-52827
478.292;-33202
494.173;-45317
493.864;-45080
688.778;-77356
484.795;-38933
479.547;-34302
495.149;-45856
586.636;-68631
629.954;-73329
622.325;-72626
635.552;-73816
479.986;-34920
745.131;-80013
485.449;-39460
546.347;-62080
478.307;-33229
828.718;-81960
496.633;-46403
513.072;-52754
520.765;-55362
517.325;-54197
485.656;-39575
558.916;-64538
564.386;-65362
555.917;-63926
526.154;-56882
794.154;-81294
533.255;-58996
539.676;-60544
509.971;-51785
531.791;-58570
496.885;-46431
490.207;-42791
630.596;-73402
550.538;-62948
492.355;-44104
823.073;-81844
743.489;-79976
633.232;-73627
622.497;-72706
486.235;-40058
740.663;-79877
490.289;-42895
741.579;-79891
734.925;-79598
554.217;-63553
534.865;-59261
493.856;-44924
830.489;-82011
825.218;-81884
748.051;-80113
742.23;-79914
747.073;-80099
675.498;-76570
482.985;-37373
485.237;-39316
486.468;-40144
744.174;-79999
542.853;-61216
791.167;-81228
490.488;-42958
598.07;-69917
531.735;-58554
724.761;-79167
477.601;-32601
537.028;-59993
530.284;-58128
533.698;-59000
483.017;-37470
486.01;-39918
483.787;-38253
566.379;-65655
488.709;-41729
530.975;-58239
534.112;-59181
548.981;-62677
530.045;-57957
672.928;-76418
747.867;-80108
630.513;-73336
670.285;-76249
679.214;-76783
566.705;-65711
484.941;-39096
835.727;-82143
479.556;-34424
478.771;-33794
745.881;-80023
535.455;-59551
624.782;-72839
632.66;-73539
636.538;-73899
631.949;-73438
549.41;-62726
552.325;-63241
589.992;-69107
678.314;-76759
790.624;-81159
478.906;-33902
667.754;-76140
546.723;-62164
547.422;-62269
544.721;-61649
487.944;-41032
836.069;-82159
549.418;-62759
638.636;-74096
639.188;-74112
645.383;-74617
497.144;-46559
489.999;-42610
749.994;-80185
736.09;-79692
483.632;-37783
479.138;-34139
489.012;-41972
532.207;-58636
490.867;-43065
510.994;-51945
515.989;-53771
517.136;-54170
487.267;-40761
680.125;-76840
490.234;-42829
487.668;-40987
704.692;-78270
493.151;-44724
681.82;-76956
743.006;-79923
494.721;-45539
484.606;-38677
519.603;-55045
520.013;-55282
746.315;-80076
791.038;-81212
492.641;-44159
494.154;-45198
764.089;-80536
600.786;-70450
550.09;-62866
481.998;-36632
765.073;-80550
535.854;-59732
724.624;-79166
593.029;-69492
596.948;-69899
608.458;-71321
596.434;-69823
764.895;-80545
493.792;-44907
607.194;-71221
608.394;-71270
611.338;-71565
615.255;-72012
491.484;-43616
492.212;-43949
489.557;-42194
466.256;-13584
466.204;-13337
585.145;-68522
708.856;-78394
626.505;-73044
466.262;-13740
598.337;-70057
594.608;-69710
489.602;-42331
557.217;-64215
561.935;-64884
554.572;-63602
558.476;-64324
555.258;-63822
767.766;-80658
767.103;-80635
468.532;-18917
466.221;-13456
591.54;-69296
710.095;-78563
596.304;-69802
602.547;-70595
694.611;-77754
466.442;-14017
676.732;-76666
670.727;-76329
592.46;-69480
482.909;-37271
729.354;-79375
613.352;-71823
663.094;-75875
470.005;-21783
795.471;-81342
838.521;-82233
660.045;-75656
655.527;-75405
638.105;-74064
717.142;-78894
675.869;-76651
487.026;-40660
542.247;-61145
821.661;-81768
698.199;-77939
708.275;-78393
495.703;-46078
594.529;-69665
495.397;-45884
497.196;-46625
750.062;-80198
473.872;-27918
516.232;-53777
468.823;-19687
678.298;-76706
469.394;-20603
728.981;-79351
724.615;-79154
633.798;-73643
696.017;-77789
582.328;-68223
481.056;-35905
603.434;-70774
469.75;-21320
469.566;-21230
469.988;-21664
482.201;-36789
473.209;-27065
468.806;-19568
514;-52823
612.031;-71732
514.599;-53064
494.837;-45619
715.089;-78785
466.279;-13859
541.258;-60923
715.977;-78787
549.09;-62692
541.914;-60925
480.812;-35562
482.414;-36871
719.832;-78968
527.414;-57173
570.501;-66545
486.879;-40381
487.258;-40746
575.478;-67265
466.046;-13023
586.614;-68623
699.39;-77983
654.619;-75337
792.232;-81242
721.245;-79079
845.653;-82383
711.488;-78601
839.508;-82242
770.133;-80735
770.869;-80758
576.868;-67454
840.836;-82274
469.549;-21111
466.023;-12748
474.584;-28905
737.248;-79706
473.392;-27120
618.374;-72334
640.992;-74386
598.183;-70024
474.757;-29101
596.704;-69895
567.091;-65831
604.38;-70928
595.983;-69715
587.117;-68707
726.287;-79278
608.314;-71255
614.573;-71845
627.861;-73137
578.295;-67563
475.024;-29584
474.368;-28668
722.347;-79116
465.925;-12144
466.364;-13921
571.669;-66751
466.475;-14591
569.877;-66364
567.212;-65953
583.807;-68412
702.122;-78087
705.177;-78271
662.931;-75859
465.902;-11869
465.908;-12025
636.904;-73995
789.87;-81152
483.353;-37757
844.65;-82374
842.886;-82316
577.725;-67536
476.054;-30830
465.963;-12361
846.732;-82416
479.325;-34221
476.272;-31067
465.845;-11511
858.139;-82505
580.455;-68079
465.908;-12054
465.925;-12173
674.064;-76547
803.022;-81579
696.458;-77850
605.328;-70947
620.386;-72523
703.155;-78187
706.527;-78378
466.198;-13181
466.029;-12904
860.019;-82577
477.96;-32789
477.742;-32775
667.846;-76167
660.046;-75670
645.646;-74695
598.421;-70251
500.31;-48423
515.128;-53362
579.01;-67890
761.169;-80436
481.883;-36428
467.246;-16815
473.236;-27112
467.025;-16111
474.318;-28422
475.244;-29821
475.824;-30245
502.869;-49569
537.884;-60279
476.045;-30772
505.896;-50703
822.119;-81807
471.276;-24368
475.827;-30535
833.791;-82115
474.977;-29338
590.004;-69187
522.699;-55958
491.279;-43488
685.527;-77226
694.072;-77690
690.852;-77533
467.289;-17029
699.662;-78047
691.269;-77550
561.469;-64781
709.285;-78492
692.069;-77594
529.53;-57813
488.291;-41488
501.796;-49124
500.77;-48702
502.81;-49490
500.748;-48623
499.731;-48201
505.934;-50710
503.909;-49991
652.801;-75216
510.588;-51935
640.183;-74260
639.239;-74173
572.301;-66932
501.332;-48845
503.286;-49769
476.721;-31485
476.944;-31722
