694.951;-7986
678.314;-7766
643.097;-7667
642.789;-7548
611.144;-7336
610.916;-7217
619.925;-7338
531.173;-5474
521.317;-5143
521.253;-5129
513.41;-4743
504.346;-4493
504.225;-4374
496.703;-4066
496.587;-3947
490.308;-3482
490.195;-3363
487.964;-3336
476.114;-2498
476.07;-2379
470.153;-1914
470.11;-1795
513.872;-4934
513.661;-4815
493.773;-3675
494.196;-3738
494.343;-3857
497.698;-4165
497.848;-4284
504.987;-4534
521.749;-5254
532.493;-5504
510.759;-4680
635.377;-7435
479.238;-2702
485.52;-3286
491.64;-3553
491.763;-3672
494.887;-3895
518.688;-5094
526.841;-5463
517.146;-5036
572.027;-6688
595.624;-7047
526.704;-5344
526.387;-5286
571.833;-6569
693.575;-7955
533.763;-5705
533.996;-5824
573.539;-6799
597.923;-7130
465;-0
467.709;-1185
469.139;-1521
469.754;-1612
473.752;-2196
474.454;-2204
475.153;-2295
478.413;-2516
478.671;-2549
480.672;-2943
482.14;-3042
507.889;-4540
509.128;-4631
533.693;-5537
661.018;-7697
711.227;-8028
465.089;-119
465.33;-703
466.626;-1011
466.716;-1130
472.719;-2008
472.815;-2127
478.881;-2664
482.243;-3129
482.406;-3248
511.647;-4733
527.094;-5468
541.538;-5999
541.614;-6118
551.79;-6217
552.383;-6330
552.474;-6449
564.447;-6548
590.39;-6985
621.852;-7419
