168947;-10187
181591;-10431
188017;-10468
162046;-10161
163726;-10178
118479;-606
118505;-808
118548;-1381
118581;-1684
118592;-1785
118647;-1831
118658;-1932
118761;-1985
118787;-2079
118829;-2132
118855;-2226
118961;-2279
119021;-2373
119031;-2426
119092;-2520
119201;-2573
119228;-2667
119274;-2720
119301;-2814
119414;-2867
119478;-2913
119489;-3014
119681;-3072
119735;-3125
119761;-3219
119954;-3318
119965;-3419
120107;-3465
120261;-3612
120339;-3658
120350;-3759
120600;-3769
120688;-3815
120699;-3916
120713;-3978
120756;-4010
120858;-4031
120899;-4063
120922;-4157
121002;-4210
121025;-4304
121174;-4357
121270;-4403
121281;-4504
121455;-4619
121651;-4707
121758;-4760
121776;-4854
121950;-4907
122002;-5001
122082;-5054
122134;-5148
122315;-5201
122334;-5295
122454;-5348
122472;-5442
122662;-5495
122794;-5541
122807;-5642
123108;-5681
123252;-5700
123311;-5734
123398;-5753
123413;-5847
123467;-5881
123630;-5900
123788;-5946
123800;-6047
124124;-6086
124357;-6139
124468;-6187
124541;-6286
124925;-6387
125268;-6428
125462;-6474
125476;-6575
126941;-6980
127970;-7219
128748;-7320
128885;-7327
141322;-9491
142962;-9580
143410;-9602
143806;-9652
145598;-9780
148509;-9869
149431;-9961
150493;-9980
152806;-10073
223015;-10776
128947;-7347
129032;-7364
129192;-7586
129319;-7603
129608;-7750
129955;-7897
130431;-8005
130799;-8097
131190;-8205
131204;-8244
131611;-8297
131705;-8388
132053;-8444
132258;-8480
132668;-8588
132777;-8627
133283;-8699
133551;-8719
133900;-8752
133926;-8827
134424;-8830
134561;-8899
134769;-8902
134824;-8938
135567;-9027
136089;-9050
136132;-9058
136508;-9097
136676;-9120
136885;-9150
137183;-9186
137253;-9244
137580;-9247
137586;-9297
138680;-9350
139147;-9353
139665;-9376
140444;-9425
140509;-9461
141631;-9576
145100;-9672
175576;-10270
222141;-10718
129085;-7534
171733;-10265
176120;-10362
192866;-10492
193881;-10515
200812;-10604
205251;-10626
210779;-10679
123766;-5930
124203;-6130
125663;-6709
125820;-6912
126461;-6948
127317;-7129
127882;-7171
129106;-7551
170013;-10226
128456;-7301
